"POLO",15,8,20,"La Guacima","23/02/92","Ranchos Horizonte S.A."
11.05,11.05,.14804,.3031211,.14804,.3031211,1.595096E-02,9.126594,-9.363894,3745.558,4.8,780.3245,8,5,8,4.5,11.12402
11.05,11.05,.14804,.3031211,.14804,.3031211,1.595096E-02,9.126594,-9.363894,3745.558,4.8,780.3245,8,5,8,4.5,11.12402

